0,202307.0
0,202306.0
0,202305.0
0,202307.0
0,202307.0
0,202304.0
0,202307.0
0,202304.0
0,202307.0
0,202304.0
0,202304.0
0,202306.0
0,202307.0
0,202306.0
0,202304.0
0,202306.0
0,202306.0
0,202304.0
0,202304.0
0,202307.0
0,202304.0
0,202305.0
0,202306.0
0,202307.0
0,202304.0
0,202306.0
0,202306.0
0,202307.0
1,202304.0
1,202304.0
1,202304.0
1,202304.0
1,202304.0
1,202306.0
1,202304.0
1,202304.0
1,202306.0
1,202304.0
1,202304.0
1,202304.0
1,202306.0
1,202306.0
1,202307.0
1,202306.0
1,202306.0
1,202306.0
1,202306.0
1,202306.0
1,202306.0
1,202307.0
1,202304.0
1,202306.0
1,202307.0
1,202304.0
1,202306.0
1,202306.0
1,202307.0
1,202307.0
1,202306.0
1,202306.0
1,202305.0
1,202305.0
1,202307.0
1,202305.0
1,202307.0
1,202307.0
1,202305.0
1,202306.0
1,202306.0
1,202307.0
1,202306.0
1,202306.0
1,202306.0
1,202305.0
1,202306.0
1,202305.0
1,202306.0
1,202306.0
1,202305.0
1,202307.0
1,202304.0
1,202305.0
1,202307.0
1,202304.0
1,202307.0
1,202306.0
1,202304.0
1,202306.0
1,202304.0
1,202306.0
1,202304.0
1,202306.0
1,202307.0
1,202306.0
1,202306.0
1,202304.0
1,202304.0
1,202304.0
1,202307.0
2,202304.0
2,202307.0
2,202304.0
2,202304.0
2,202307.0
2,202304.0
2,202304.0
2,202304.0
2,202304.0
2,202305.0
2,202307.0
2,202304.0
2,202305.0
2,202305.0
2,202304.0
2,202307.0
2,202307.0
2,202305.0
2,202306.0
2,202304.0
2,202305.0
2,202307.0
2,202307.0
2,202305.0
2,202304.0
2,202304.0
2,202304.0
2,202305.0
2,202305.0
2,202304.0
2,202305.0
2,202307.0
2,202305.0
2,202305.0
2,202305.0
2,202305.0
2,202307.0
2,202307.0
2,202305.0
2,202306.0
2,202305.0
2,202305.0
2,202306.0
2,202307.0
2,202305.0
2,202307.0
2,202307.0
2,202307.0
2,202305.0
2,202305.0
2,202307.0
2,202304.0
2,202306.0
2,202306.0
2,202304.0
2,202306.0
2,202304.0
2,202304.0
2,202306.0
2,202306.0
2,202305.0
2,202306.0
2,202306.0
2,202305.0
2,202306.0
2,202306.0
2,202306.0
2,202305.0
2,202305.0
2,202306.0
2,202306.0
2,202304.0
2,202305.0
2,202305.0
2,202306.0
2,202307.0
2,202307.0
2,202307.0
2,202306.0
2,202306.0
2,202307.0
2,202306.0
2,202306.0
2,202307.0
2,202306.0
2,202306.0
2,202304.0
2,202307.0
2,202306.0
2,202307.0
2,202305.0
2,202306.0
2,202307.0
2,202307.0
2,202307.0
2,202307.0
2,202306.0
2,202306.0
2,202306.0
2,202307.0
2,202307.0
2,202305.0
2,202304.0
3,202304.0
3,202304.0
4,202304.0
4,202304.0
4,202304.0
4,202304.0
4,202304.0
4,202304.0
4,202304.0
4,202304.0
4,202305.0
4,202305.0
4,202305.0
4,202304.0
4,202306.0
4,202307.0
4,202306.0
4,202305.0
4,202306.0
4,202305.0
4,202307.0
4,202305.0
4,202305.0
4,202307.0
4,202306.0
4,202304.0
4,202305.0
4,202305.0
4,202306.0
5,202304.0
5,202304.0
5,202304.0
5,202304.0
5,202305.0
5,202305.0
5,202305.0
5,202305.0
5,202305.0
5,202305.0
5,202305.0
5,202305.0
5,202305.0
5,202307.0
5,202307.0
5,202307.0
5,202306.0
5,202306.0
5,202306.0
5,202306.0
5,202307.0
5,202306.0
5,202304.0
5,202307.0
5,202307.0
5,202306.0
5,202306.0
5,202306.0
5,202304.0
